Date,Anomaly
1956-10-01,-0.04066666666666666
1956-11-01,-0.04283333333333333
1956-12-01,-0.046000000000000006
1957-01-01,-0.049
1957-02-01,-0.05216666666666667
1957-03-01,-0.053000000000000005
1957-04-01,-0.05366666666666666
1957-05-01,-0.05183333333333333
1957-06-01,-0.048833333333333326
1957-07-01,-0.048666666666666664
1957-08-01,-0.04716666666666666
1957-09-01,-0.0465
1957-10-01,-0.04616666666666667
1957-11-01,-0.044000000000000004
1957-12-01,-0.042666666666666665
1958-01-01,-0.03816666666666667
1958-02-01,-0.03766666666666667
1958-03-01,-0.03833333333333333
1958-04-01,-0.04133333333333333
1958-05-01,-0.042666666666666665
1958-06-01,-0.045000000000000005
1958-07-01,-0.043166666666666666
1958-08-01,-0.043333333333333335
1958-09-01,-0.043666666666666666
1958-10-01,-0.04483333333333333
1958-11-01,-0.0445
1958-12-01,-0.044
1959-01-01,-0.03933333333333334
1959-02-01,-0.0365
1959-03-01,-0.03066666666666667
1959-04-01,-0.025666666666666667
1959-05-01,-0.021333333333333333
1959-06-01,-0.018166666666666668
1959-07-01,-0.015333333333333334
1959-08-01,-0.012666666666666666
1959-09-01,-0.010833333333333332
1959-10-01,-0.0105
1959-11-01,-0.011833333333333333
1959-12-01,-0.009333333333333332
1960-01-01,-0.010833333333333334
1960-02-01,-0.005333333333333334
1960-03-01,-0.0045000000000000005
1960-04-01,-0.002833333333333333
1960-05-01,-0.0016666666666666663
1960-06-01,0.00016666666666666696
1960-07-01,0.0018333333333333335
1960-08-01,0.0020000000000000005
1960-09-01,0.0045000000000000005
1960-10-01,0.006333333333333333
1960-11-01,0.008333333333333333
1960-12-01,0.016666666666666666
1961-01-01,0.02016666666666667
1961-02-01,0.025833333333333333
1961-03-01,0.030000000000000006
1961-04-01,0.0365
1961-05-01,0.043000000000000003
1961-06-01,0.04766666666666666
1961-07-01,0.050333333333333334
1961-08-01,0.0555
1961-09-01,0.059833333333333336
1961-10-01,0.06366666666666666
1961-11-01,0.06633333333333334
1961-12-01,0.06466666666666666
1962-01-01,0.06633333333333334
1962-02-01,0.07016666666666667
1962-03-01,0.074
1962-04-01,0.07400000000000001
1962-05-01,0.0715
1962-06-01,0.06899999999999999
1962-07-01,0.06833333333333333
1962-08-01,0.06566666666666666
1962-09-01,0.06416666666666666
1962-10-01,0.06366666666666666
1962-11-01,0.0645
1962-12-01,0.06316666666666666
1963-01-01,0.05733333333333333
1963-02-01,0.05733333333333333
1963-03-01,0.0535
1963-04-01,0.051833333333333335
1963-05-01,0.04983333333333333
1963-06-01,0.049666666666666665
1963-07-01,0.04900000000000001
1963-08-01,0.052000000000000005
1963-09-01,0.055
1963-10-01,0.05666666666666667
1963-11-01,0.058333333333333334
1963-12-01,0.057666666666666665
1964-01-01,0.055
1964-02-01,0.051500000000000004
1964-03-01,0.044333333333333336
1964-04-01,0.0375
1964-05-01,0.03266666666666666
1964-06-01,0.030500000000000003
1964-07-01,0.028333333333333332
1964-08-01,0.025500000000000005
1964-09-01,0.021166666666666667
1964-10-01,0.016666666666666666
1964-11-01,0.013333333333333336
1964-12-01,0.009000000000000001
1965-01-01,0.0071666666666666675
1965-02-01,0.002000000000000001
1965-03-01,0.003833333333333333
1965-04-01,0.0026666666666666666
1965-05-01,0.002
1965-06-01,0.0008333333333333334
1965-07-01,-0.0005
1965-08-01,-0.0016666666666666668
1965-09-01,-0.004166666666666667
1965-10-01,-0.004833333333333334
1965-11-01,-0.003
1965-12-01,-0.007333333333333334
1966-01-01,-0.011833333333333333
1966-02-01,-0.015166666666666667
1966-03-01,-0.017166666666666667
1966-04-01,-0.021500000000000002
1966-05-01,-0.024666666666666667
1966-06-01,-0.026166666666666668
1966-07-01,-0.025166666666666667
1966-08-01,-0.026500000000000003
1966-09-01,-0.027500000000000004
1966-10-01,-0.02966666666666667
1966-11-01,-0.030500000000000003
1966-12-01,-0.029
1967-01-01,-0.03166666666666667
1967-02-01,-0.037333333333333336
1967-03-01,-0.03933333333333334
1967-04-01,-0.04033333333333333
1967-05-01,-0.0365
1967-06-01,-0.037000000000000005
1967-07-01,-0.03716666666666667
1967-08-01,-0.03666666666666667
1967-09-01,-0.037
1967-10-01,-0.0355
1967-11-01,-0.03816666666666667
1967-12-01,-0.03833333333333334
1968-01-01,-0.04216666666666667
1968-02-01,-0.04783333333333333
1968-03-01,-0.043500000000000004
1968-04-01,-0.04383333333333333
1968-05-01,-0.044333333333333336
1968-06-01,-0.045166666666666674
1968-07-01,-0.048
1968-08-01,-0.051500000000000004
1968-09-01,-0.05583333333333333
1968-10-01,-0.057
1968-11-01,-0.060333333333333336
1968-12-01,-0.063
1969-01-01,-0.0635
1969-02-01,-0.063
1969-03-01,-0.05833333333333334
1969-04-01,-0.05083333333333333
1969-05-01,-0.04383333333333334
1969-06-01,-0.041666666666666664
1969-07-01,-0.04066666666666667
1969-08-01,-0.03766666666666667
1969-09-01,-0.03183333333333334
1969-10-01,-0.025166666666666667
1969-11-01,-0.018833333333333334
1969-12-01,-0.010166666666666668
1970-01-01,-0.006166666666666667
1970-02-01,-9.251858538542971e-19
1970-03-01,0.003999999999999999
1970-04-01,0.008499999999999999
1970-05-01,0.010833333333333332
1970-06-01,0.0125
1970-07-01,0.0145
1970-08-01,0.014
1970-09-01,0.016833333333333332
1970-10-01,0.016833333333333332
1970-11-01,0.017166666666666667
1970-12-01,0.01616666666666667
1971-01-01,0.018000000000000002
1971-02-01,0.015999999999999997
1971-03-01,0.014333333333333333
1971-04-01,0.015166666666666665
1971-05-01,0.015833333333333335
1971-06-01,0.013666666666666666
1971-07-01,0.011000000000000001
1971-08-01,0.011333333333333334
1971-09-01,0.011833333333333333
1971-10-01,0.012833333333333334
1971-11-01,0.011500000000000002
1971-12-01,0.010833333333333334
1972-01-01,0.009500000000000001
1972-02-01,0.010333333333333332
1972-03-01,0.011000000000000001
1972-04-01,0.012166666666666666
1972-05-01,0.009166666666666665
1972-06-01,0.011333333333333332
1972-07-01,0.012333333333333333
1972-08-01,0.015333333333333334
1972-09-01,0.016833333333333332
1972-10-01,0.016833333333333332
1972-11-01,0.018166666666666668
1972-12-01,0.021833333333333333
